Game Name,Developer,Release year,Price,Genres,Review %,Max Reviewers,Minimum Owners,Maximum Owners
 100 hidden cats 2,Anatoliy Loginovskikh,2021,0.79,"Adventure, Casual, Indie",0.91,138,0,20000
 Space Scavenger,Red Cabin Games,2021,12.99,"Indie, in Early Access",0.86,145,0,20000
 Knight Squad 2,Chainsawesome Games,2021,14.99,Action,0.93,113,0,20000
 Blood Card 2: Dark Mist,Pixel Cattle Games,2021,14.99,"Indie, Strategy, in Early Access",0.84,151,0,20000
 Hacker Simulator,Save All Studio,2021,24.99,"Indie, Simulation",0.81,171,0,20000
 Chased by Darkness,3+ Productions,2021,4.99,"Action, Indie",0.74,161,0,20000
 Kainga: Seeds of Civilization,Erik Rempen,2021,19.99,"Indie, Strategy, Early Access",0.8,144,0,20000
 Logic World,Mouse Hat Games,2021,12.0,"Indie, Simulation, Early Access",0.94,150,0,20000
 末代侠客,夜葬半歌,2021,3.99,"Action, Adventure, Indie, RPG",0.88,142,0,20000
 The Caregiver | 終焉介護,Chilla's Art,2021,4.99,"Action, Adventure, Casual, Indie, Simulation, Strategy",0.83,165,20000,50000
 Shelter Manager,Hamsters Gaming,2021,14.99,"Indie, Simulation, Strategy",0.75,189,20000,50000
 FIND ALL,Very Very LITTLE Studio,2021,0.99,"Casual, Indie",0.95,140,0,20000
 Drox Operative 2,Soldak Entertainment,2021,19.99,"Action, Indie, RPG, in Early Access",0.91,156,0,20000
 CALL OF LDPR,Mehsoft,2021,9.99,"Action, Adventure",0.75,180,0,20000
 Fake Hostel,Romantic Room,2021,4.99,"Adventure, Casual, Simulation",0.71,190,100000,200000
 Base One,Pixfroze,2021,24.99,Simulation,0.46,308,50000,100000
 Hourglass,Cyberwave,2021,19.99,"Adventure, Indie",0.98,109,0,20000
 Sugar * Style,Smee,2021,29.99,Casual,0.97,141,0,20000
 Yoshiwara Higanbana,MariaCrown,2021,44.99,"Adventure, RPG",0.96,111,0,20000
 Guilty Parade,Nozori Games,2021,4.99,Adventure,0.95,152,0,20000
 Rule No. 1,Walk Without Rhythm Games,2021,2.99,"Action, Casual, Indie, RPG, in Early Access",0.91,155,0,20000
 老板，游戏凉了！- Game Company Simulator: back to 2000,Fate Game Studio,2021,4.99,"Indie, Simulation",0.64,198,0,20000
 Soul Elegy,"Sichuan fruit Interactive Technology Co., Ltd",2021,18.99,"Adventure, Indie, Strategy, in Early Access",0.7,179,0,20000
 TAISHO x ALICE epilogue,Primula,2021,9.99,Adventure,0.98,150,0,20000
 QV,IZZLE,2021,7.49,"Action, Adventure, Indie",0.93,148,0,20000
 No More Heroes 2: Desperate Struggle,GRASSHOPPER MANUFACTURE INC.,2021,19.99,Action,0.66,210,0,20000
 I Saw Black Clouds,Ghost Dog Films,2021,12.99,Adventure,0.61,221,0,20000
 Dwarf Journey,Orube Game Studio,2021,6.99,"Action, Adventure, Indie, RPG",0.94,134,0,20000
 SCP Strategy,LUXO Interactive,2021,4.99,"Indie, Simulation, Strategy, Early Access",0.86,172,20000,50000
 Island Farmer - Jigsaw Puzzle,Mens Sana Interactive,2021,1.99,Casual,0.96,146,0,20000
 Atrio: The Dark Wild,Isto Inc.,2021,19.99,"Adventure, Simulation, Strategy, Early Access",0.92,145,0,20000
 Crash Drive 3,M2H,2021,19.99,"Action, Casual, Indie, Racing",0.94,77,200000,500000
 Ghost in the pool,CASCHA GAMES,2021,4.99,"Adventure, Indie, in Early Access",0.78,155,0,20000
 Kingdom Builders,ebb & flow games,2021,14.99,"Action, Indie, RPG, Strategy, Early Access",0.75,190,0,20000
 Sailwind,Raw Lion Workshop,2021,19.99,"Adventure, Casual, Indie, Simulation, Early Access",0.94,164,0,20000
 The Last Hex,That Indie Studio,2021,14.99,"Indie, RPG, Strategy, in Early Access",0.81,157,0,20000
 Recipe for Disaster,Dapper Penguin Studios,2021,16.99,"Simulation, Strategy, Early Access",0.78,153,0,20000
 Moonglow Bay,Bunnyhug,2021,24.99,"Adventure, Casual, Indie, RPG",0.72,179,0,20000
 Comanche,"NUKKLEAR, Ashborne Games",2021,19.99,"Action, Simulation, in Early Access",0.62,191,0,20000
 爱人 Lover,埋月山枯,2021,6.99,"Casual, Indie, RPG",0.85,140,0,20000
 Project Nightmares Case 36: Henrietta Kedward,NC Studio,2021,22.49,"Action, Adventure, Indie",0.81,174,0,20000
 What The Dub?!,"Mark Zorn, Kurt Wojda, Wide Right Interactive",2021,7.99,Casual,0.93,158,0,20000
 Re:DESTINY,D-Ark Studio,2021,1.99,"Adventure, Casual, Indie, RPG",0.68,213,20000,50000
 Hotel Magnate,Arcade Oven,2021,24.99,"Casual, Indie, Simulation, Strategy, Early Access",0.67,205,0,20000
 TramSim Munich,ViewApp,2021,34.99,"Casual, Indie, Simulation",0.7,192,0,20000
 Sunshine Heavy Industries,Daisyowl Games,2021,14.99,"Casual, Indie, Simulation",1.0,153,0,20000
 Lifeslide,Dreamteck,2021,14.99,"Adventure, Casual, Indie",0.98,130,0,20000
 Survivor Dieland,Randumb Studios,2021,1.59,"Adventure, Simulation",0.95,168,0,20000
 Attack on Toys,N7T-GAMES,2021,6.99,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy, Early Access",0.91,170,0,20000
 Tested on Humans: Escape Room,mc2games,2021,9.99,"Adventure, Indie",0.88,162,20000,50000
 DUSK '82: ULTIMATE EDITION,David Szymanski,2021,6.99,"Adventure, Casual, Indie, Strategy",0.98,160,0,20000
 World End Diner,Andymente,2021,14.99,"Adventure, Indie, Simulation, Early Access",0.95,167,0,20000
 Steel Crew,Magnus Ander,2021,17.99,"Action, Indie, Simulation, Early Access",0.94,156,0,20000
 子夜之章:历史的终局～MidNights of Desperado～,银阼,2021,2.99,"Adventure, Indie, RPG, in Early Access",0.97,140,20000,50000
 BUSTAFELLOWS,NIPPON CULTURAL BROADCASTING EXTEND INC.,2021,39.99,Adventure,0.95,148,0,20000
 Beyond Contact,Playcorp Studios,2021,14.99,"Action, Adventure, Indie, Early Access",0.7,208,0,20000
 Minit Fun Racer,"JW, Kitty, Jukio, Dom",2021,2.99,"Action, Adventure, Casual, Indie, Racing",0.97,162,0,20000
 Love Fantasy,Mature Games,2021,1.99,"Adventure, Casual, Indie, RPG, Simulation",0.79,199,20000,50000
 Black Geyser: Couriers of Darkness,GrapeOcean Technologies,2021,24.99,"Indie, RPG, Early Access",0.76,172,50000,100000
 WTF Is Wrong With You?,Randumb Studios,2021,1.99,"Adventure, Casual, Simulation",0.96,160,0,20000
 Exorcist Fairy,青岛三脚猫工作室,2021,12.99,"Action, Indie",0.7,172,0,20000
 Super Woden GP,ViJuDa,2021,12.99,"Indie, Racing, Sports",0.93,159,0,20000
 Pro Soccer Online,Skywall Studios LLC,2021,9.99,"Sports, Early Access",0.95,142,0,20000
 Down in Bermuda,Yak & Co,2021,19.99,"Adventure, Casual, Indie",0.8,191,0,20000
 Neptunia Virtual Stars,"Idea Factory, Compile Heart",2021,39.99,"Action, Adventure, RPG",0.55,223,0,20000
 Inglorious Waifu VS Nazi Zombies,SeedWall,2021,1.99,"Action, Indie",0.95,114,20000,50000
 ENCODYA,Chaosmonger Studio,2021,9.99,Adventure,0.78,94,0,20000
 The Black Heart,Andrés Borghi,2021,8.49,"Action, Adventure, Indie",0.97,154,0,20000
 Furious Seas,Future Immersive,2021,19.99,"Action, Indie, in Early Access",0.73,173,0,20000
 西湖断桥白娘子,Wuwukai studio,2021,7.99,"Casual, Strategy",0.57,260,0,20000
 Beasts of Maravilla Island,"Banana Bird Studios, LLC",2021,9.99,"Adventure, Casual, Indie",0.91,69,0,20000
 Infinite Jump,No. 25,2021,1.99,Casual,0.76,200,20000,50000
 F.I.S.H.,Tim Kashani,2021,7.99,Indie,0.95,166,0,20000
 El Shaddai ASCENSION OF THE METATRON HD Remaster,"crim Co., Ltd.",2021,29.99,Action,0.88,160,0,20000
 Lords and Villeins,Honestly Games,2021,19.99,"Indie, Simulation, Strategy, Early Access",0.88,162,0,20000
 Explorer of Yggdrasil,Black Train,2021,19.99,"Adventure, Indie, RPG",0.85,177,0,20000
 HORROR TALES: The Wine,Carlos Coronado,2021,14.99,"Action, Adventure, Indie",0.87,174,0,20000
 Tower of Waifus,Galart,2021,1.99,"Casual, Indie, RPG, Strategy",0.73,228,20000,50000
 Reactor Tech²,4Co,2021,14.99,"Indie, Simulation, Strategy",0.72,233,50000,100000
 Cabin Fever,Steamy Buns Games,2021,9.99,"Adventure, Indie, Simulation",0.97,164,0,20000
 LABYRINTH OF TOUHOU - GENSOKYO AND THE HEAVEN-PIERCING TREE,"Nise-Eikoku Studio, CUBETYPE",2021,29.99,"Adventure, Indie, RPG",0.9,153,20000,50000
 HALF DEAD 3,Room710Games,2021,4.99,"Action, Adventure, Massively Multiplayer, Early Access",0.78,196,0,20000
 Mayhem in Single Valley,Fluxscopic Ltd.,2021,14.99,"Action, Adventure, Indie",0.92,76,100000,200000
 蛊婆 Lady in Tomb,Magyu Studio,2021,18.99,"Action, Adventure, Indie, RPG",0.88,165,0,20000
 Loop Odyssey,Housemade Inc.,2021,7.99,"Adventure, Indie, RPG",0.85,192,0,20000
 Ecosystem,Tom Johnson,2021,19.99,"Casual, Indie, Simulation, Strategy, Early Access",0.84,190,20000,50000
 方块地牢,小五,2021,1.99,"Adventure, Casual, Indie, Strategy",0.99,169,50000,100000
 Danger Scavenger,"Piotr Wolk, Star Drifters",2021,9.99,"Action, Indie, in Early Access",0.73,138,20000,50000
 ScrewUp,199 Cents STUDIO,2021,5.99,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG",0.8,197,0,20000
 Mayhem Brawler,Hero Concept,2021,19.99,"Action, Indie",0.85,178,0,20000
 Survival Classic,TB Games,2021,9.99,"Action, Adventure, Indie, Massively Multiplayer, Simulation",0.7,222,0,20000
 Rocket Assault,Giovanni Elgert,2021,11.99,"Action, Indie, Racing, Early Access",0.95,169,0,20000
 All-In-One Sports VR,Appnori Inc.,2021,19.99,"Sports, Early Access",0.75,191,0,20000
 Space Gladiators,Blobfish,2021,14.99,"Action, Indie, in Early Access",0.97,152,0,20000
 Rune Knights,Superhero Games,2021,14.99,"Action, Indie, RPG, Early Access",0.8,172,0,20000
 Trap Genesis,No Strike,2021,9.99,"Adventure, Casual, Indie",0.96,181,0,20000
 Epic Chef,Infinigon Games,2021,24.99,"Adventure, Indie, RPG, Simulation",0.87,164,0,20000
 Eiyu*Senki Gold – A New Conquest,Tenco,2021,34.99,"Adventure, RPG, Strategy",0.82,210,20000,50000
 Sword and Fairy 3 Ex,SOFTSTAR TECHNOLOGY(SHANGHAI),2021,7.99,RPG,0.81,211,50000,100000
 CountryBalls Heroes,Innominate Games,2021,14.99,Strategy,0.92,165,20000,50000
 Monster Harvest,Maple Powered Games,2021,16.99,"Action, Adventure, Indie, RPG",0.53,293,20000,50000
 The Advisor - Episode 1: Royal Pain,Randumb Studios,2021,2.99,"Adventure, RPG, Simulation",0.98,182,100000,200000
 Cooking Companions,Deer Dream Studios,2021,9.89,"Adventure, Casual, Indie",0.95,166,0,20000
 BORIS RUSSIAN BEAR,Flex Entertainment,2021,0.99,"Action, Adventure, Casual, Indie, RPG, Simulation",0.88,154,0,20000
 Metro Sim Hustle,Departure Interactive,2021,19.99,"Action, Adventure, Casual, Indie, RPG, Simulation",0.81,176,0,20000
 Bahamut2-dragon's bride,王韋,2021,9.99,RPG,0.97,186,0,20000
 Fearmonium,Redblack Spade,2021,12.99,"Action, Adventure, Indie, RPG",0.89,168,0,20000
 Snow-Swept Quest,potato-life,2021,9.99,"Adventure, Indie, RPG",0.88,189,0,20000
 The Legend of Heroes: Sen no Kiseki I KAI -Thors Military Academy 1204-,Nihon Falcom,2021,34.99,RPG,0.78,208,0,20000
 Help Me!,UnicON,2021,17.99,"Adventure, Casual, Indie, Simulation, Strategy",0.78,220,0,20000
 Candy Disaster - Tower Defense,ACE Entertainment,2021,13.99,"Adventure, Casual, Indie, Strategy, in Early Access",0.9,155,0,20000
 Battlecruisers,Mecha Weka,2021,5.99,"Casual, Indie, Strategy",0.89,192,0,20000
 Driver4VR,2MW,2021,17.99,"Utilities, Early Access",0.69,162,0,20000
 Hell Architect,Woodland Games,2021,14.99,"Indie, Simulation, Strategy",0.67,188,20000,50000
 The Elder Scrolls Online - Blackwood,Zenimax Online Studios,2021,39.99,"Massively Multiplayer, RPG",0.5,343,0,20000
 Call Of Unity,RewindApp,2021,0.99,"Action, Casual, Indie",0.74,200,0,20000
 Power & Revolution 2021 Edition,Eversim,2021,49.99,"Simulation, Strategy",0.61,244,0,20000
 Princess&Blade,XP Liu,2021,9.99,"Action, Adventure, Indie, RPG, Early Access",0.8,231,0,20000
 Pawnbarian,j4nw,2021,9.99,"Indie, Strategy",0.94,187,0,20000
 The Signal State,Reckoner Industries,2021,19.99,Simulation,0.92,190,0,20000
 The Longest Road on Earth,"Brainwash Gang, TLR Games",2021,9.99,"Adventure, Casual, Indie",0.86,168,0,20000
 Slice of Sea,Mateusz Skutnik,2021,24.99,"Adventure, Indie",0.98,152,0,20000
 Vengeful Rites,Deep Dive Interactive,2021,9.99,"Action, Adventure, Indie, RPG, in Early Access",0.96,185,0,20000
 I'a I'a Cofflhu Fhtagnyaa,lamb of game,2021,4.99,"Adventure, Indie, RPG",0.87,193,20000,50000
 AION - Translator application,ONBI,2021,5.99,Utilities,0.51,367,50000,100000
 Garlic,Sylph,2021,16.99,"Action, Adventure, Indie",0.93,166,0,20000
 Song of Iron,Resting Relic,2021,19.99,"Action, Adventure, Indie",0.76,200,0,20000
 Star Dynasties,Pawley Games,2021,29.99,"RPG, Simulation, Strategy, in Early Access",0.75,211,20000,50000
 Eye of the Temple,Rune Skovbo Johansen,2021,17.99,"Action, Adventure, Indie",0.97,174,0,20000
 Rising Hell,Tahoe Games,2021,9.99,"Action, Indie",0.92,151,0,20000
 Arthurian Legends,Scolaro Games,2021,11.99,"Action, Indie",0.96,201,0,20000
 触尾少女,BBQ好きです,2021,12.99,"Adventure, Casual, Indie, RPG, Simulation, Strategy",0.74,230,0,20000
 Annalynn,Cruise Elroy,2021,4.99,"Action, Indie",0.98,185,0,20000
 IRMÃO Grande & Brasileiro 2,Virgula Leal,2021,19.99,"Casual, Indie, Simulation",0.98,166,0,20000
 Enter The Backrooms,Justin Kroh,2021,2.99,"Adventure, Casual, Indie",0.95,190,0,20000
 Realpolitiks II,Jujubee S.A.,2021,34.99,"Indie, Simulation, Strategy",0.53,320,0,20000
 That Time I Got Reincarnated as an Orc,HONEYSOFT,2021,18.99,"Adventure, RPG",0.91,193,20000,50000
 Field of Glory II: Medieval,Byzantine Games,2021,29.99,"Simulation, Strategy",0.87,184,0,20000
 GAME.exe,Amaro Studios,2021,2.99,"Action, Indie, Simulation",0.81,215,0,20000
 Bunhouse,Reky Studios,2021,19.99,"Casual, Indie, Simulation",0.96,134,0,20000
 当火车鸣笛三秒,蒐藏馆工作室,2021,9.99,"Adventure, Casual, Indie",0.88,191,0,20000
 Chasing Static,Headware Games,2021,14.99,"Adventure, Indie",0.86,206,0,20000
 Last Room,RelluRealGames,2021,3.99,"Adventure, Indie, Strategy",0.7,272,20000,50000
 Atelier Sophie: The Alchemist of the Mysterious Book DX,"KOEI TECMO GAMES CO., LTD.",2021,39.99,RPG,0.85,217,0,20000
 EVERSLAUGHT,MobX GmbH,2021,19.99,"Action, Indie, RPG, Early Access",0.84,222,100000,200000
 Ultimate ADOM - Caverns of Chaos,"Thomas Biskup, Jochen Terstiege, Krzysztof Dycha, Lucas Dieguez, Bastian von Gostomski, Carola Sochiera, Björn Loesing",2021,11.99,"Indie, RPG, Strategy, in Early Access",0.62,256,20000,50000
 Noble Fates,"Xobermon, LLC",2021,19.99,"Action, Indie, RPG, Simulation, Strategy, Early Access",0.83,234,50000,100000
 中年失业模拟器When a man lose his job,Kwing works,2021,4.79,"Casual, Indie, RPG",0.75,250,20000,50000
 Clawfish,David Czarnowski,2021,2.99,"Adventure, Casual, Indie",0.96,198,0,20000
 Orbital Bullet – The 360° Rogue-lite,SmokeStab,2021,9.74,"Action, Indie, Early Access",0.91,139,0,20000
 GAI Stops Auto: Right Version Simulator,"Axyos Games, Feas",2021,2.99,"Action, Adventure, Casual, Indie, RPG, Simulation",0.89,199,20000,50000
 Love Flute,"TALESSHOP Co., Ltd.",2021,9.99,"Casual, Indie",0.89,220,0,20000
 Wrought Flesh,Narayana Walters,2021,19.99,"Action, RPG",0.83,243,0,20000
 My Friend Peppa Pig,Petoons Studio,2021,39.99,Adventure,0.86,162,0,20000
 Girl Jigsaw 2,Cartoon game,2021,1.99,"Casual, Indie, Strategy",0.84,231,0,20000
 Touhou Genso Wanderer -Lotus Labyrinth R-,AQUASTYLE,2021,34.99,"Adventure, Indie, RPG",0.81,239,0,20000
 Girl Jigsaw,Cartoon game,2021,0.99,"Casual, Indie, Strategy",0.78,243,0,20000
 RONIN: Two Souls,M11 Studio,2021,14.99,"Action, Adventure, Indie, RPG, in Early Access",0.88,192,20000,50000
 Corpse Party (2021),MAGES.,2021,19.99,"Adventure, RPG",0.97,201,0,20000
 《Rail of Möbius》,PHOSEPO,2021,12.99,"Adventure, Casual, Free to Play, Indie",0.97,110,50000,100000
 Blaster Master Zero 3,"INTI CREATES CO., LTD.",2021,14.99,"Action, Adventure, Indie",0.91,219,0,20000
 Vertical Slice: A Game Dev Story,DarkKnight,2021,9.99,"Indie, Simulation, Strategy",0.73,254,0,20000
 Source of Madness,Carry Castle,2021,16.99,"Action, Early Access",0.89,212,0,20000
 Land of War - The Beginning,MS GAMES,2021,19.99,"Action, Adventure",0.55,359,20000,50000
 Sport Mode,Virtuaport,2021,9.99,"Action, Simulation, Early Access",0.86,229,20000,50000
 WitchSpring3 Re:Fine - The Story of Eirudy -,"G CHOICE, IKINAGAMES, KIWIWALKS",2021,29.99,"Casual, Indie, RPG",0.95,209,0,20000
 Undead Development,"Masterstrike, LadrikDev",2021,17.99,"Action, Indie, Simulation, in Early Access",0.77,266,0,20000
 RealFlight 9.5S,Knife Edge Software,2021,69.99,"Indie, Racing, Simulation",0.81,263,0,20000
 Lost Words: Beyond the Page,"Sketchbook Games, Fourth State",2021,14.99,"Action, Adventure, Casual, Indie",0.95,174,0,20000
 Dungeon Town,Circle Meimitei,2021,19.99,"Adventure, Indie, RPG",0.8,250,0,20000
 Succubus Farm,Dieselmine,2021,14.99,"Action, Adventure, RPG",0.72,264,0,20000
 Almighty: Kill Your Gods,RUNWILD Entertainment,2021,24.99,"Action, RPG, Early Access",0.69,261,0,20000
 Open Hexagon,Vittorio Romeo,2021,4.99,"Action, Indie",0.99,204,0,20000
 My Beautiful Paper Smile,Two Star Games,2021,14.99,"Action, Adventure, Indie, in Early Access",0.92,176,500000,1000000
 Old Coin Pusher Friends,STP WORKS,2021,3.99,"Casual, Indie, Simulation",0.92,206,20000,50000
 Laid-Back Camp - Virtual - Lake Motosu,"Gemdrops, Inc.",2021,19.99,"Adventure, Casual",0.76,269,0,20000
 Roll,Joseph Distler,2021,4.99,"Casual, Indie, Simulation, Strategy",0.93,228,0,20000
 Wanted Raccoon,MAD Sprouts,2021,19.99,"Action, Adventure, Casual, Indie, RPG, Simulation, Early Access",0.83,208,0,20000
 Stolen Realm,Burst2Flame Entertainment,2021,19.99,"Adventure, RPG, Strategy, Early Access",0.89,209,20000,50000
 Love in the distance,Level-Buster Studio,2021,2.49,Indie,0.63,271,20000,50000
 Dogs Organized Neatly,DU&I,2021,2.99,"Casual, Indie",0.98,206,0,20000
 Dread X Collection: The Hunt,"DreadXP, David Szymanski, Christopher Yabsley, KIRA, Philisophic Games, Dan McGrath, TorpleDook, Abbey Smith (Scruncho), Vidas Salavejus, Redact Games, Wayward Preacher, Mr. Pink",2021,9.99,"Action, Adventure",0.9,201,0,20000
 Rubber Bandits,Flashbulb,2021,19.99,"Action, Casual, Indie",0.8,262,50000,100000
 回门 Way Back Home,Finches Games,2021,14.99,"Action, Adventure, Casual, Indie, RPG, Simulation",0.74,250,0,20000
 Adorable Witch 2,Adorable Games,2021,1.99,"Casual, Indie, Strategy",0.86,253,0,20000
 HammerHelm,SuperSixStudios,2021,14.99,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",0.81,227,0,20000
 Deep Space Battle Simulator,yeswecamp,2021,9.99,"Action, Indie, Strategy, in Early Access",0.89,216,0,20000
 Happy Puzzle,HappyGames,2021,1.99,"Casual, Indie",0.9,244,0,20000
 Dodgeball Academia,Pocket Trap,2021,24.99,"Action, Adventure, Indie, RPG, Sports",0.95,199,0,20000
 Cobra Kai: The Karate Kid Saga Continues,Flux Games,2021,19.99,"Action, Adventure, Casual",0.9,198,20000,50000
 Agatha Christie - Hercule Poirot: The First Cases,Blazing Griffin,2021,24.99,Adventure,0.81,265,0,20000
 Purrfect Apawcalypse: Love at Furst Bite,"Denny Truong, Andy Schneider",2021,4.99,"Adventure, Indie, RPG",0.99,206,0,20000
 Increlution,Gniller,2021,2.99,"Indie, Early Access",0.89,255,0,20000
 Shades of Sakura,BanzaiProject,2021,1.29,"Adventure, Casual, Indie, RPG",0.71,291,50000,100000
 Samurai Gunn 2,"Beau Blyth, Nelson Boles, Valentin Seiche, Doseone, Adam Robezzoli, Evan Hemsley, YellowAfterlife",2021,9.89,"Action, Adventure, Indie, Early Access",0.97,203,20000,50000
 西游记2021,FC Maker,2021,9.99,"Adventure, Casual, Indie, RPG, Strategy",0.95,227,20000,50000
 DUNGEON ENCOUNTERS,Square Enix,2021,23.99,RPG,0.66,319,0,20000
 Somewhere in the Shadow,"Alexander Simashkevich, Nikolay Kulesh",2021,2.99,"Adventure, Indie, Massively Multiplayer",0.82,228,0,20000
 Potentia,Wily Pumpkin,2021,0.0,"Action, Adventure, Indie",0.68,267,0,20000
 Wulin Chess,LameCat Studio,2021,11.99,"Adventure, Indie, RPG, Strategy, Early Access",0.83,244,20000,50000
 Tsugunohi,"Vaka Game Magazine, ImCyan",2021,9.99,"Action, Adventure, Indie",0.71,281,0,20000
 Press Ctrl,Idan Rooze,2021,1.99,Indie,0.94,201,0,20000
 Machinika Museum,Littlefield Studio,2021,7.99,"Adventure, Casual, Indie",0.9,241,20000,50000
" Warhammer 40,000: Dakka Squadron - Flyboyz Edition",Phosphor Game Studios,2021,19.99,Action,0.81,244,0,20000
 InfraSpace,Dionic Software,2021,24.99,"Indie, Simulation, Strategy, Early Access",0.9,248,50000,100000
 Hero of the Kingdom: The Lost Tales 2,Lonely Troops,2021,6.99,"Adventure, Casual, Indie, RPG, Strategy",0.96,233,20000,50000
 UpGun,"MaxEstLa, Zino",2021,10.19,"Action, Casual",0.89,239,20000,50000
 Northern Journey,Slid Studio,2021,11.99,Adventure,0.98,233,0,20000
 Revita,BenStar,2021,14.99,"Action, Adventure, Indie, RPG, Early Access",0.9,226,20000,50000
 Pronty,"18Light Game Ltd., FunZone Games",2021,17.99,"Action, Adventure, Indie",0.96,183,0,20000
 Beach Buggy Racing 2: Island Adventure,Vector Unit,2021,19.99,"Racing, in Early Access",0.93,246,0,20000
 Motorcycle Mechanic Simulator 2021,Play2Chill S.A.,2021,19.99,"Casual, Indie, Racing, Simulation",0.78,285,0,20000
 Dream Engines: Nomad Cities - A survival city builder with flying cities,Suncrash,2021,29.99,"Indie, RPG, Simulation, Strategy, Early Access, in Early Access",0.75,281,0,20000
 Cricket 22,Big Ant Studios,2021,44.99,"Simulation, Sports",0.65,373,0,20000
 Cosmodread,White Door Games,2021,14.99,"Action, Adventure, Indie",0.92,249,0,20000
 Toodee and Topdee,dietzribi,2021,19.99,"Action, Adventure, Indie",0.96,218,0,20000
 Starsand,Tunnel Vision Studio,2021,19.99,"Action, Adventure, Simulation, Early Access",0.72,281,50000,100000
 Sixtar Gate: STARTRAIL,"Lyrebird Studio, Magical Works",2021,14.99,"Action, Casual, Indie, Early Access",0.9,251,0,20000
 Sweet House,Bambuseae Games,2021,1.99,"Casual, Indie",0.82,263,20000,50000
 鸢之歌-Singing Iris,风域工作室,2021,4.99,"Adventure, Indie, RPG",0.9,203,20000,50000
 Seek Girl Ⅷ,DSGame,2021,1.99,"Casual, Indie",0.56,427,20000,50000
 Shadowbane,"Beijing AmazGame Age Internet Technology Co., Ltd.",2021,10.99,"Massively Multiplayer, RPG",0.69,353,50000,100000
 Cats in Time,Pine Studio,2021,4.99,"Adventure, Casual, Indie",1.0,233,0,20000
 Pixel Cup Soccer 17,Batovi Games Studio,2021,9.99,"Action, Casual, Indie, Sports",0.88,157,0,20000
 Project MIKHAIL: A Muv-Luv War Story,"aNCHOR Inc., fuzz, Inc.",2021,19.99,"Action, Adventure, RPG, Simulation, Strategy, Early Access",0.55,454,50000,100000
 Mercenaries Blaze,"ESQUADRA,inc., RideonJapan",2021,19.99,"RPG, Strategy",0.76,329,20000,50000
 东方栖霞园 ~ Blue devil in the Belvedere.,东方祈华梦制作组,2021,9.99,"Action, Indie",0.91,198,0,20000
 Arcade Tycoon: Simulation,"Squidpunch Studios, Vincent Ltd",2021,9.99,"Casual, Indie, Simulation, Strategy, in Early Access",0.79,216,0,20000
 Fleeting Iris,Heaven Studios,2021,19.99,"Adventure, Casual, Indie, RPG, Simulation",0.71,325,0,20000
 Nuclear Blaze,Deepnight Games,2021,9.99,"Action, Adventure, Indie",0.95,225,0,20000
 Geneforge 1 - Mutagen,Spiderweb Software,2021,19.99,"Adventure, Indie, RPG, Strategy",0.94,211,50000,100000
 Hot Brass,Walk with Kings,2021,7.49,"Action, Indie, Strategy",0.84,275,0,20000
 Size Matters,Mazen Games,2021,3.39,"Action, Adventure, Casual, Indie, Racing, Simulation, in Early Access",0.94,70,0,20000
 One Hand Clapping,Bad Dream Games,2021,14.99,"Adventure, Indie, in Early Access",0.82,241,0,20000
 Beat Blast,Woolly Walrus Games,2021,13.99,"Action, Adventure, Casual, Indie, RPG, in Early Access",0.94,255,20000,50000
 Maquette,Graceful Decay,2021,19.99,"Adventure, Indie",0.69,347,20000,50000
 qomp,"Stuffed Wombat, Britt Brady, Miroko, Clovelt",2021,6.99,Adventure,0.98,246,0,20000
 TASOMACHI: Behind the Twilight,Orbital Express,2021,19.99,"Action, Adventure",0.77,303,0,20000
 Horror Squad,Cheesecake Dev,2021,4.99,"Action, Adventure, Casual, Indie",0.62,327,0,20000
 Monster Energy Supercross - The Official Videogame 4,Milestone S.r.l.,2021,49.99,"Racing, Simulation, Sports",0.64,314,20000,50000
 Ancient Dungeon,Eric Thullen,2021,19.99,"Action, Adventure, Indie, RPG, Early Access",0.98,249,0,20000
 Slow living with Princess,"KADOKAWA, TSUKURITE.",2021,10.19,"Indie, Simulation, Early Access",0.92,280,20000,50000
 Alisa,Casper Croes,2021,17.99,"Action, Adventure, Indie",0.9,244,0,20000
 Miss Neko 2,Double W,2021,1.79,"Adventure, Casual, Indie",0.91,323,20000,50000
 Succubus★Connect!,capture1,2021,24.99,RPG,0.75,350,0,20000
 Love With Dating,Chihiro,2021,1.99,"Action, Casual, Indie",0.7,382,0,20000
 False Myth,fushidara tei,2021,24.99,"Indie, RPG",0.87,272,0,20000
 THE LEGEND OF HEROES: HAJIMARI NO KISEKI,Nihon Falcom,2021,59.99,RPG,0.76,340,0,20000
 Citystate II,Andy Sztark,2021,24.99,"Simulation, Strategy",0.73,353,20000,50000
 Monstrum 2,Team Junkfish,2021,14.99,"Action, Adventure, Indie, Early Access",0.62,234,50000,100000
 Patch Quest,Lychee Game Labs,2021,19.99,"Action, Adventure, Indie, Early Access",0.98,246,0,20000
 SPOOKWARE,BEESWAX GAMES,2021,9.99,"Action, Adventure, Indie, RPG",0.96,250,0,20000
 Steven Universe: Unleash the Light,Grumpyface Studios,2021,24.99,"Action, Adventure, RPG",0.96,267,50000,100000
